0.000000	0.2458235491
1.000000	0.2217349888
2.000000	0.1979862723
3.000000	0.1754110491
4.000000	0.1522512835
5.000000	0.1335732701
6.000000	0.1163074777
7.000000	0.1008760603
8.000000	0.0869869978
9.000000	0.0757181362
10.000000	0.0663375000
11.000000	0.0581579799
12.000000	0.0512178571
13.000000	0.0455050781
14.000000	0.0413812500
15.000000	0.0380058594
16.000000	0.0346407924
17.000000	0.0322234375
18.000000	0.0303712612
19.000000	0.0287508371
20.000000	0.0274387835
21.000000	0.0267536830
22.000000	0.0257295759
23.000000	0.0252580357
24.000000	0.0245310826
25.000000	0.0245056362
26.000000	0.0238703683
27.000000	0.0233939174
28.000000	0.0234564174
29.000000	0.0231330915
30.000000	0.0231504464
