0.000000	0.2370589844
1.000000	0.2126266183
2.000000	0.1870863281
3.000000	0.1623930246
4.000000	0.1407982701
5.000000	0.1214825893
6.000000	0.1024747210
7.000000	0.0852544085
8.000000	0.0718452567
9.000000	0.0591256696
10.000000	0.0483445313
11.000000	0.0406222656
12.000000	0.0325996094
13.000000	0.0272346540
14.000000	0.0222097098
15.000000	0.0178448103
16.000000	0.0148060826
17.000000	0.0120161830
18.000000	0.0099304687
19.000000	0.0082988281
20.000000	0.0069914621
21.000000	0.0059404018
22.000000	0.0051046317
23.000000	0.0044062500
24.000000	0.0038046317
25.000000	0.0034156808
26.000000	0.0030094308
27.000000	0.0027663504
28.000000	0.0025393973
29.000000	0.0023876674
30.000000	0.0022530134
31.000000	0.0021038504
32.000000	0.0020695871
33.000000	0.0019726004
34.000000	0.0019023996
35.000000	0.0018784598
36.000000	0.0018165737
37.000000	0.0017796875
38.000000	0.0017847098
39.000000	0.0017584821
40.000000	0.0017353795
41.000000	0.0017370536
42.000000	0.0017182478
43.000000	0.0016976562
44.000000	0.0017236607
45.000000	0.0017149554
